Name,Sector,rating_num,currentRatio,cashRatio,netProfitMargin,operatingProfitMargin,debtRatio,debtEquityRatio,returnOnEquity,operatingCashFlowSalesRatio,rating_note
"Continental Resources, Inc.",Energy,6.4,0.8129455243999999,0.024827500199999998,0.168052549,0.3375056306,0.6546124341999999,1.9200191910000002,0.1467819068,0.6830759892,BB
Cooper Tire & Rubber Company,Consumer Durables,6.5,2.9369574094999997,1.122709758,0.066965248,0.103483462,0.629578607,1.719342665,0.235195885,0.09709278099999999,BB
"CoreLogic, Inc.",Technology,5.0,1.0277891268571429,0.3040193554285714,0.03510067785714286,0.11571949157142858,0.6512181205714286,1.9920747137142858,0.05653808885714286,0.2000975072857143,B
Corning Incorporated,Basic Industries,7.8,4.306085593400001,2.2701059898000002,0.24468124279999998,0.179757216,0.27852636940000003,0.389331723,0.0983984834,0.3907589448,A
Costco Wholesale Corporation,Consumer Services,8.6,1.1403582316,0.33183482900000005,0.0183597126,0.0288136892,0.6096583216,1.6109311614,0.1678908248,0.034346707,AA
Coty Inc.,Consumer Non-Durables,6.0,1.044846917,0.200733075,0.03607643,0.058448874,0.949269035,18.71182676,0.435591338,0.115288221,BB
Covanta Holding Corporation,Basic Industries,5.25,1.5717172975,0.35028408725,0.026299227999999997,0.10881753350000001,0.80636574825,4.299277958,0.0512716005,0.188999212,B
Crane Co.,Capital Goods,7.5,1.905665674,0.50999415525,0.061077363999999995,0.09871156874999999,0.68187129825,2.15997320025,0.14932797375,0.0812531175,A
Cresud S.A.C.I.F. y A.,Finance,4.666666666666667,0.960198526,0.24931994733333332,-0.050688560333333334,0.22636077066666668,0.5311938453333332,2.0909535373333337,-0.024457901,0.2513413563333333,B
Crown Castle International Corporation,Consumer Services,6.25,1.1602624480000001,0.26407673725,0.1570759565,0.2939053465,0.710412314,2.6761116825,0.08746886175,0.4170666375,BB
Cummins Inc.,Energy,8.333333333333334,2.1766957925,0.49661060366666665,0.08679129633333334,0.12530456416666666,0.510612592,1.0487957466666666,0.23462456283333333,0.1042808135,A
DCP Midstream LP,Public Utilities,6.5,1.2558485855,0.025798669,0.118135712,0.10105336449999999,0.48618204249999997,0.946651916,0.1117904255,0.243171372,BB
DENTSPLY SIRONA Inc.,Health Care,7.0,1.398896244,0.106519646,0.096354284,0.118503317,0.611372802,1.573160101,0.132310504,0.155048354,BBB
DISH Network Corporation,Consumer Services,5.0,1.829302438,1.175738215,0.096051346,0.146483813,0.834930078,5.058038838,0.312662453,0.185639835,B
DTE Energy Company,Public Utilities,7.833333333333333,1.0831662556666666,0.0227796035,0.07387999533333334,0.13583450633333333,0.7101696853333334,2.458092824,0.09258516866666666,0.20505848366666668,A
DaVita Inc.,Health Care,5.6,1.7097131774,0.4154528942,0.065522376,0.1706291062,0.7427653908,2.9077788854,0.14076655759999998,0.17220699420000002,BB
Dana Incorporated,Capital Goods,7.0,2.3687621316666667,0.8681787316666667,0.036831155000000004,0.041174744,0.7858109436666667,3.8084602396666667,0.233392932,0.07643748166666667,BBB
Danaher Corporation,Capital Goods,8.5,1.6335475885,0.37547895325,0.142431152,0.16874206175,0.4166683235,0.73459640075,0.12543966974999998,0.18109285,A
Darling Ingredients Inc.,Consumer Non-Durables,6.2,2.8922615646,1.2987728744,0.0561371522,0.0991928774,0.4490985800000001,0.9269614288,0.0891631504,0.1175131908,BB
Deere & Company,Capital Goods,8.333333333333334,0.6118764573333334,0.19280132933333335,0.09743098266666667,0.14849813533333334,0.8461037186666666,5.551083416333333,0.36880099633333335,0.09295521733333334,A
"Delta Air Lines, Inc.",Transportation,6.5,0.56262639,0.160857335,0.067756547,0.123960132,0.913945996,-14.1312996315,-0.09730249699999999,0.137726848,BB
Deluxe Corporation,Consumer Durables,6.6,0.6815124713999999,0.1527681054,0.1149970446,0.1979485132,0.6674718268000001,2.1570154169999998,0.36251805859999997,0.1666681722,BBB
Denbury Resources Inc.,Energy,5.6,1.2689934193999999,0.0499674512,11.1678932366,14.926418910399999,0.5920134238,1.6983672868,-0.6201487395999999,28.147798916800003,BB
Devon Energy Corporation,Energy,7.5,1.267841412,0.6806926301666666,-0.028769982666666683,-0.09613735466666667,0.5434721958333334,1.382869708,-0.25511993583333337,0.4756846291666667,A
"Diamondback Energy, Inc.",Energy,6.0,8.560948114,7.961011168,-53.86227154,-22.39458225,0.308844267,0.446851922,-0.044634401,108.381201,BB
Dollar General Corporation,Consumer Services,6.666666666666667,1.672721495,0.24652064666666665,0.708377869,-0.19562781566666665,0.6698038706666667,1.4651552356666666,0.16855150933333332,-0.047867868,BBB
"Dominion Energy, Inc.",Public Utilities,8.0,0.70190634125,0.049015157499999996,0.105073369,0.2156244,0.7784746975,3.5198866655,0.10941640625,0.3093007485,A
Domtar Corporation,Basic Industries,6.8,2.4128887488,0.5527566456,0.0435492926,0.064488553,0.5290091018,1.1270361806,0.08359742839999999,0.10682277259999999,BBB
Dover Corporation,Technology,8.0,1.8710018005999998,0.45595772419999997,0.1054903656,0.1403384154,0.5558765728,1.2852629996,0.19003795880000002,0.1307966396,A
Duke Energy Corporation,Public Utilities,8.0,0.9878026101666667,0.16461524266666666,0.10153704316666667,0.20606004,0.6568695728333332,1.9245783688333333,0.0586767915,0.2730292296666667,A
E.W. Scripps Company (The),Consumer Services,6.0,2.442878592,1.177801067,0.012115278,0.033526721,0.498150051,0.99262748,0.02031543,0.117430397,BB
ENI S.p.A.,Energy,7.833333333333333,1.3778007716666665,0.16631132633333334,0.005977830333333332,0.07305749516666667,0.562814472,1.3414456378333333,0.03281306850000001,0.13048934383333333,A
EPR Properties,Consumer Services,6.5,0.3768787165,0.06404738583333333,0.44496273533333336,0.4296950706666667,0.49831983649999995,0.9998225635,0.09307470283333334,0.6513022071666666,BB
EQT Corporation,Energy,6.833333333333333,2.0822576231666665,1.0453736611666666,53.806074448000004,110.09604497283333,0.5990326968333334,1.5023934936666665,0.076059924,183.96670798366668,BBB
Eagle Materials Inc,Capital Goods,6.0,3.151224407,0.04470557,0.133443872,0.133443872,0.447594146,0.810263221,0.146648202,0.232417017,BB
Eastman Chemical Company,Basic Industries,7.0,1.712820257,0.20567180000000002,0.0966177892,0.1520666636,0.7226182064,2.6756143964,0.2593332438,0.13888243120000002,BBB
Eastman Kodak Company,Miscellaneous,5.0,2.635294118,1.018823529,0.009721322,0.09073234,1.041103604,-25.32876712,-0.205479452,-0.008425146,B
"Eaton Corporation, PLC",Technology,8.0,1.5781808138333335,0.11751539416666668,0.08087975516666666,0.08819703433333333,0.5495957348333333,1.2308324243333333,0.12372311366666666,0.09564401500000001,A
Ecolab Inc.,Basic Industries,7.0,1.20199634575,0.068230002,0.0811794465,0.12887850875,0.62575355425,1.6721334775,0.1548457475,0.13498584225,BBB
Ecopetrol S.A.,Energy,7.0,1.2151921895,0.44737569466666666,0.13617553466666668,0.2782956518333333,0.5279285766666667,1.2119416349999999,0.22419987049999998,0.29256979083333334,BBB
Edgewell Personal Care,Consumer Non-Durables,6.75,2.1198898662500003,0.76433353425,0.028429236250000003,0.009492345250000004,0.6454784140000001,1.83341039625,0.07091954225,0.111697556,BBB
Edison International,Public Utilities,7.428571428571429,0.739103317142857,0.11966417371428571,0.06782387585714286,0.15145079714285714,0.7446898627142857,2.927475380571429,0.065802553,0.2899600228571429,BBB
Edwards Lifesciences Corporation,Health Care,7.0,4.993634259,1.216435185,0.191493522,0.191493522,0.427753514,0.747498717,0.251218574,0.231092642,BBB
El Paso Electric Company,Public Utilities,8.0,0.988908148,0.148981788,53.20493773333334,96.73653619333334,0.67506334,2.08052752,0.08911015466666666,150.53070784,A
Eldorado Gold Corporation,Basic Industries,5.75,5.03021444725,3.83380873225,-0.9531550147500001,-0.711745013,0.12530043125,0.17377472975000002,-0.160588053,0.14869618125,BB
Electronic Arts Inc.,Technology,7.0,1.5774331455,0.891919315,0.2283823915,0.207121696,0.5121992045,1.050337644,0.31430431999999997,0.257265414,BBB
Eli Lilly and Company,Health Care,8.333333333333334,1.3614340203333333,0.406839784,0.14840890666666665,0.165144568,0.558878516,1.2862007353333333,0.195496487,0.20322953166666666,A
Embraer S.A.,Capital Goods,7.0,1.9503588015000002,0.5889190504999999,0.015472416499999999,0.055433596,0.659137225,1.998558099,0.0278017365,0.114199718,BBB
Emerson Electric Company,Energy,8.0,1.3835005673333332,0.3405752416666667,0.09016761966666668,0.13798440766666667,0.5711366099999999,1.332455178,0.21394011466666665,0.13633392966666666,A
Enbridge Inc,Energy,7.0,0.7983049816000001,0.1423632574,0.0350713644,0.0716837728,0.7271325855999999,3.3053955270000004,0.0809932136,0.1124296164,BBB
Endo International plc,Health Care,5.5,1.3993670485,0.40201703175000003,-0.219931652,-0.014157395749999996,0.7309819495000001,4.60709408575,-0.42710400750000005,0.13530011749999998,BB
Enel Americas S.A.,Public Utilities,7.0,1.5029929924999998,0.483356059,0.09945881200000001,0.34968536100000003,0.5011434165,1.32589,0.105230068,0.347072091,BBB
"Energizer Holdings, Inc.",Miscellaneous,6.5,2.1860328275,0.6544317335000001,0.041509484500000006,0.072758753,0.715225912,-13.73290467,0.141835496,0.1093256785,BB
Enersys,Consumer Non-Durables,5.8,2.514996913,0.5364526196,0.0645391406,0.0955340512,0.4808462982,0.9414296317999999,0.1376400618,0.086976652,BB
"Entegris, Inc.",Consumer Non-Durables,5.0,4.04877243,1.992737112,0.074271058,0.109208867,0.515734586,1.064983316,0.10000959,0.11184502,B
Entercom Communications Corp.,Consumer Services,4.0,2.592712912,0.115453214,0.179004878,0.207649317,0.726807746,2.660425891,0.272791705,0.223462154,CCC
Entergy Corporation,Public Utilities,7.75,1.14397311125,0.33997229625000003,0.02272782375,0.056003353250000006,0.79490217725,3.914666129,0.019155166,0.35747588775,A
Enterprise Products Partners L.P.,Public Utilities,7.75,0.7262623895,0.0052706720000000006,0.06566264425,0.08884678125,0.61396426375,1.59563456575,0.15818000225,0.09594127250000001,A
Entravision Communications Corporation,Consumer Services,5.666666666666667,2.8518480758333333,1.258218065,0.15136974066666667,0.22283466416666667,0.7982402293333334,-124.05753383383332,3.0949293958333333,0.18461853866666667,BB
"Equifax, Inc.",Finance,7.6,0.9420002350000001,0.2491048734,0.14045378660000002,0.253681305,0.5192555064000001,1.0886915816,0.15257366220000002,0.23888120200000001,A
"Equinix, Inc.",Consumer Services,7.0,1.42659,0.727597587,0.035105312,0.171301463,0.653735681,1.887967211,0.029043739,0.28144604,BBB
Equity Residential,Consumer Services,7.0,0.19817175933333334,0.19817175933333334,0.441704307,0.31148182566666666,0.5453139833333333,1.199477709,0.10607169133333333,0.45482556933333335,BBB
"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,8.0,2.03759003425,0.6373374165,0.0949476055,0.1435401665,0.889455287,2.02537233875,0.29885162325000003,0.13817852549999998,A
Eversource Energy,Public Utilities,8.0,0.875909679,0.008009593,0.111379418,0.221772768,0.66147448,1.953987045,0.085585935,0.17901395,A
Exelon Corporation,Public Utilities,7.142857142857143,1.315339111142857,0.2796517141428571,0.08008879571428572,0.15718278300000002,0.7380561251428571,2.8355691467142856,0.09948085714285715,0.24914471871428573,BBB
"Expedia Group, Inc.",Consumer Services,7.0,0.895684202,0.3239813905,0.1314140525,0.178831266,0.6300033415,1.722878025,0.1862036295,0.2358130335,BBB
Exxon Mobil Corporation,Energy,9.0,0.811726606,0.06826948133333334,0.07111584333333333,0.112903843,0.49734843799999995,0.9895414193333334,0.15608535199999998,0.108285754,AA
FMC Corporation,Basic Industries,7.25,1.7738701782500002,0.08653754925,0.10239316325,0.1159235965,0.6991951977499999,2.33554218125,0.23783334774999998,0.060732639000000005,BBB
"FTI Consulting, Inc.",Consumer Services,6.0,2.1846486834,0.5652787902,0.0175966366,0.068331345,0.5157465748,1.0777467244,0.0273858932,0.09557886560000001,BB
FedEx Corporation,Transportation,8.5,1.826340761,0.640823164,0.03775119725,0.0618047995,0.53069487725,1.1492401,0.10874966825,0.10644917625,A
Ferro Corporation,Basic Industries,5.0,2.210208061,0.25547843425,0.0490103225,0.02149048925,0.69557290925,2.4020724212499998,0.19988606974999998,0.03449958275,B
Fiat Chrysler Automobiles N.V.,Capital Goods,5.5,0.9731670375,0.4714941115,0.004542906,0.025589981499999997,0.8487069014999999,5.7265221275,0.03013092,0.0877034515,BB
"Fidelity National Information Services, Inc.",Miscellaneous,6.8,1.4295083512,0.3289813112,0.0888005224,0.1823198978,0.5525077918,1.2648287176,0.0775836888,0.182557302,BBB
FirstEnergy Corp.,Public Utilities,6.4,0.587026689,0.0262876116,0.037873100199999996,0.1154939492,0.7464039518,2.9581534644,0.0453971672,0.1856276118,BB
"Fiserv, Inc.",Technology,7.0,1.001331558,0.190467891,0.142175585,0.2441856945,0.6811531749999999,2.1724828,0.248250368,0.25709011800000003,BBB
Flex Ltd.,Technology,6.5,1.288125267,0.241396634,0.017390135166666668,0.018608873,0.8001040303333333,4.025402923000001,0.19889595533333335,0.038014194,BB
Flowserve Corporation,Capital Goods,7.0,1.8535244241666666,0.25686714316666664,0.0809370475,0.12952552966666667,0.6143580285,1.6370816223333333,0.19946038466666668,0.08740442500000001,BBB
Fluor Corporation,Basic Industries,8.0,1.705081334,0.62393524825,0.02407668525,0.045492706,0.5914215475,1.4578547425,0.16361007125,0.035904513,A
"Foot Locker, Inc.",Consumer Services,6.0,3.7449668391666666,1.4297377773333333,0.05979776566666667,0.07401201116666667,0.30218371650000003,0.4334822056666667,0.1623905811666667,0.08363355416666667,BB
Fortis Inc.,Public Utilities,7.0,0.6265655109999999,0.07997051599999999,0.1078275805,0.21344036,0.648587815,2.0111682275,0.0633462515,0.26155712249999996,BBB
Fortive Corporation,Capital Goods,7.0,1.697033754,0.547698602,0.140144273,0.200183153,0.671799067,2.046913948,0.324528442,0.182655078,BBB
"Freeport-McMoran, Inc.",Basic Industries,6.5,2.4947207005000003,0.72253605675,-0.11111156775,-0.019442412249999985,0.63453829175,2.308901229,-0.292441175,0.24801839525,BB
GATX Corporation,Consumer Services,6.2,1.7782445338000001,1.3580650606,0.1405504968,0.1609845944,0.8033070068000001,4.0988731146,0.14775166,0.34412849759999997,BB
GCP Applied Technologies Inc.,Basic Industries,6.0,1.475702479,0.325950413,0.036708166,0.104815086,0.430920658,0.762855929,0.08521037,0.138960088,BB
Gamestop Corporation,Consumer Services,6.5,1.193700067,0.341370373,0.040735294000000005,0.0649781265,0.481391119,0.935451864,0.173719476,0.068031517,BB
"Gartner, Inc.",Consumer Services,9.0,0.862110991,0.281812055,0.08119762,0.133143571,1.060882353,-17.42512085,-1.326548338,0.159755919,AA
General Dynamics Corporation,Capital Goods,8.333333333333334,1.3066308836666667,0.2801059086666667,0.06880646083333333,0.10963563833333334,0.6459234785,1.8427526121666666,0.180628947,0.09236712600000001,A
General Electric Company,Energy,9.0,2.009635121666667,1.0574785193333334,0.10315028133333333,0.06573239133333335,0.7980096766666667,3.9526529383333333,0.13037674133333332,0.121054381,AA
"General Mills, Inc.",Consumer Non-Durables,7.0,0.8680460323333333,0.1354217295,0.09882278500000001,0.15785704966666667,0.720562523,2.6594128035,0.2787515603333333,0.142717727,BBB
General Motors Company,Capital Goods,6.666666666666667,1.2236257603333334,0.27416556733333336,0.04110084866666667,0.024988755333333335,0.7797773853333334,3.5979789226666665,0.15993507399999998,0.074794076,BBB
"Genesis Energy, L.P.",Energy,5.2,1.198225891,0.0322844244,0.0553541164,0.0371391056,0.46344578599999997,0.9872255435999999,0.081032086,0.060681336399999994,B
Genpact Limited,Consumer Services,6.333333333333333,2.318060715,0.9608974236666666,0.09963108700000001,0.13998642333333333,0.5303594696666667,1.1337566506666665,0.170018246,0.14751379499999998,BB
"Gibraltar Industries, Inc.",Capital Goods,6.0,2.3862368487500003,0.60350884325,-0.015797039000000002,0.01035748475,0.4990787735,1.005231387,-0.034887394999999995,0.06431879725,BB
Global Partners LP,Energy,5.0,1.4098528126666665,0.006252343333333334,0.004442049666666667,0.008359045333333334,0.7660202353333334,3.478208711,0.127224902,0.013018544333333333,B
Global Payments Inc.,Miscellaneous,7.0,1.094960251,0.215769136,0.100240904,0.164615509,0.869168944,6.643445175,0.366819002,0.153116142,BBB
Gogo Inc.,Consumer Services,4.0,2.368720202,1.85664902,-0.214844436,-0.089525004,0.934091898,14.17264144,-1.625696805,0.209340212,CCC
Graham Holdings Company,Consumer Services,7.0,1.4933484617500001,0.5457698179999999,0.12364529125,0.08016529725,0.465251877,0.87374051,0.14497514475,0.10285623525,BBB
"Gray Television, Inc.",Consumer Services,5.0,3.8751234549999998,1.9171828940000002,0.07121929099999999,0.261322509,0.8113122895,4.3199093264999995,0.1089511375,0.21556546850000002,B
Great Lakes Dredge & Dock Corporation,Basic Industries,4.6,1.870967518,0.33365481680000003,-0.0038029222000000003,0.0471461438,0.6894802423999999,2.2590569166,-0.015799375200000004,0.046644052400000004,B
"Green Plains, Inc.",Basic Industries,5.0,1.547677525,0.664782489,0.01426861,0.035465508,0.644032649,1.809246403,0.07956425,0.035296156,B
Griffon Corporation,Capital Goods,6.0,2.6663230645,0.518586923,0.005237694166666668,0.03504724966666667,0.6629232051666666,2.0462018195,0.018867543333333334,0.043731520999999995,BB
"Group 1 Automotive, Inc.",Consumer Durables,6.0,1.06038175025,0.012192913,0.01112205125,0.0296184605,0.76909038425,3.38224719225,0.11642036349999998,0.018609689999999998,BB
Gulfport Energy Corporation,Energy,5.0,4.180666504,3.315562843,-2.538698142,-2.249617787,0.48287544,0.933770077,-0.448606891,0.875445052,B
"HC2 Holdings, Inc.",Capital Goods,4.666666666666667,4.592849402,0.5002769530000001,-0.039566922,-0.007925734,0.946712609,33.12784820533333,-0.8994522253333335,0.009478891,B
"HCA Healthcare, Inc.",Health Care,5.25,1.49306340175,0.1061355075,0.045038056,0.0555218715,1.2790040915,-4.6634400424999995,-0.217997405,0.1074507145,B
"HD Supply Holdings, Inc.",Consumer Services,5.0,2.15068153,0.19186514049999998,0.099789888,0.0845999655,1.0008711639999999,-0.9438313530000002,0.9872736280000001,0.0451664465,B
HP Inc.,Technology,7.25,1.087381899,0.253707335,0.010249599249999998,0.028037131250000003,0.744613246,2.9843351915,-0.0014107497499999955,0.10029544525,BBB
Halliburton Company,Energy,8.25,3.032362891,0.848318298,0.0661759165,0.11139901225,0.51368429525,1.0792197322500001,0.135834939,0.13654112025,A
Hanesbrands Inc.,Consumer Services,6.0,2.0543813526666668,0.18813997733333332,0.07895366799999999,0.11530204466666667,0.7521209813333334,3.244316796,0.3336530303333333,0.10788333066666667,BB
"Hanger, Inc.",Health Care,6.0,2.589849329,0.070288428,0.021011532,0.0774386735,0.5862189015,1.442490362,0.035181233000000006,0.065728905,BB
Harsco Corporation,Consumer Services,6.166666666666667,1.4009247643333333,0.1492056815,-0.03886824033333333,0.00807656,0.8022134663333333,6.015513923833333,-0.2789140505,0.08511633733333333,BB
Hecla Mining Company,Basic Industries,5.0,2.978281238,2.010633034,0.046564926,0.11791009,0.174374769,0.211203294,0.013141163,0.214907378,B
"Helix Energy Solutions Group, Inc.",Energy,6.0,3.4099678260000004,2.323012957,-0.08007374733333332,0.005011146000000004,0.419488678,0.7332523213333334,-0.03448825233333334,0.201189297,BB
Hershey Company (The),Consumer Non-Durables,8.0,1.247040196,0.40029958649999997,0.0951272685,0.14255501375,0.78835448475,4.0773599557499995,0.64474685175,0.15691921450000001,A
Hess Corporation,Energy,6.75,1.56627521575,0.75689767925,-0.33056370075,-0.26191830225,0.442871856,0.8000083775,-0.0677079965,0.2639296695,BBB
Hewlett Packard Enterprise Company,Technology,7.0,1.407295382,0.444314026,0.047229739,0.029228319,0.587363111,1.423438199,0.073386015,0.070259274,BBB
Hexcel Corporation,Basic Industries,6.0,2.1422404495,0.1885167465,0.11237932449999999,0.158242933,0.4388889065,0.784882519,0.18499780500000002,0.142087032,BB
Hill-Rom Holdings Inc,Health Care,6.333333333333333,1.789032665,0.3027358766666667,0.03555698466666667,0.06708141266666667,0.6648304636666666,2.1774657046666666,0.07261812566666666,0.112721848,BB
Hilton Worldwide Holdings Inc.,Consumer Services,6.0,1.077526675,0.2488169495,0.0943197275,0.1715162925,0.7926853895,3.89721352,0.1881055225,0.126869866,BB
"Holly Energy Partners, L.P.",Energy,6.0,0.879786823,0.056491851,0.393592228,0.485264014,0.749611647,2.993795982,0.335404872,0.603786162,BB
HollyFrontier Corporation,Energy,7.0,2.223255055333333,0.5685941323333333,0.039028481999999996,0.07135271916666668,0.43201095733333333,0.7746920574999999,0.12346950816666667,0.06368431749999999,BBB
Honeywell International Inc.,Capital Goods,8.666666666666666,1.3620363493333334,0.4069523066666667,0.10974276166666667,0.15120844966666666,0.6187815936666666,1.6242221816666664,0.24183855666666668,0.12566956233333335,AA
Horizon Global Corporation,Capital Goods,5.0,1.5434212975000001,0.2183100765,-0.0023084129999999996,0.021854436499999998,0.9706052785,91.37228677499999,1.8840234860000002,0.0506512905,B
Hormel Foods Corporation,Consumer Non-Durables,8.6,2.412798246,0.5305253102,0.0639390218,0.0977241702,0.35413816760000005,0.5499671322,0.1707054568,0.0770325708,AA
"Host Hotels & Resorts, Inc.",Consumer Services,6.833333333333333,0.8493092648333334,0.8493092648333334,0.07508931216666666,0.10260497816666665,0.4310403635,0.7661919905,0.056378821833333335,0.19159551933333333,BBB
"Hub Group, Inc.",Transportation,4.0,1.6136542793333335,0.3663750193333333,0.018348389,0.030131923333333335,0.49020622433333333,0.9640835303333333,0.10613640633333332,0.037031850666666664,CCC
Humana Inc.,Health Care,7.0,1.8944676110000003,0.23177562933333332,0.031136065,0.054622394666666664,0.563597102,1.2957342516666666,0.14434146533333334,0.04631840366666667,BBB
"Huntington Ingalls Industries, Inc.",Capital Goods,6.666666666666667,1.7760880463333333,0.6641377316666667,0.06240120933333334,0.10836204233333334,0.758228323,3.1594457456666665,0.28846748533333333,0.11238848466666666,BBB
Hyatt Hotels Corporation,Consumer Services,7.0,1.5297122310000002,0.624276216,0.05087563366666666,0.07632964866666667,0.4675652983333333,0.8828552833333333,0.052561207666666665,0.11395009233333335,BBB
IAC/InterActiveCorp,Consumer Services,6.0,2.30034723675,1.61808449325,0.08044884825000001,0.10847193399999999,0.588576537,1.4605981675,0.13502561525,0.12675833450000001,BB
ICON plc,Health Care,7.0,1.508812522,0.181726128,0.152090378,0.178755513,0.555618448,1.25031844,0.313904148,0.177191681,BBB
IDEX Corporation,Capital Goods,7.75,2.92662200325,1.15753455525,0.12539284174999998,0.193887822,0.4740307915,0.90255448525,0.16856639099999998,0.166543321,A
IHS Markit Ltd.,Technology,6.0,0.82525754,0.2012549565,0.0964201525,0.160910199,0.512417116,1.1275050995,0.0440936435,0.330279601,BB
IRSA Inversiones Y Representaciones S.A.,Consumer Services,5.0,0.887234835,0.053051535,0.268972271,0.379544421,0.473474028,1.109961274,0.148119512,0.284478655,B
IRSA Propiedades Comerciales S.A.,Consumer Services,5.0,1.01051570625,0.18999653725,0.39142345349999996,0.48949397075,0.687944424,3.04144352075,0.8969678865,0.56471068875,B
ITT Inc.,Capital Goods,7.0,1.840767649,0.5946576809999999,0.10551862000000001,0.126637463,0.6498265670000001,1.8614274495,0.205071005,0.092295954,BBB
Illinois Tool Works Inc.,Technology,8.0,2.438283987,1.020534099,0.15599102025,0.18749038775000001,0.561978502,1.3705966455,0.30985088375000003,0.1443801475,A
Imperial Oil Limited,Energy,9.0,0.986608293,0.100695339,0.079147474,0.089347079,0.399313391,0.6647616,0.086527317,0.073663815,AA
Ingredion Incorporated,Consumer Non-Durables,7.6,2.6202266542,0.6350244829999999,0.0645282596,0.1033164532,0.5739631692,1.3512953698,0.1777276602,0.0994519972,A
Intel Corporation,Technology,8.333333333333334,2.223870349,0.5183827010000001,0.19943535166666668,0.2536102673333333,0.38967801933333335,0.6395534719999999,0.18719695633333333,0.36772446233333334,A
International Business Machines Corporation,Technology,8.833333333333334,1.2159267093333332,0.248288042,0.15197639100000002,0.201613747,0.8425139658333333,5.702394909833333,0.8287214508333333,0.18898656033333336,AA
International Game Technology,Consumer Services,6.5,1.4167866455,0.3548091115,0.0417840865,0.183082269,0.713921365,3.0143299325,0.055450188,0.24241878649999998,BB
International Paper Company,Basic Industries,7.0,1.7900980854,0.4197771736,0.0415615032,0.048571371200000005,0.8124378516,4.8263591218,0.1865877812,0.1140161762,BBB
Intuit Inc.,Technology,7.333333333333333,1.5203730306666667,0.48692310833333324,0.15099678233333336,0.24305044166666664,0.47561638933333333,0.9244859043333333,0.23118153833333333,0.3142442146666667,BBB
Ion Geophysical Corporation,Energy,4.2,1.9381585358,0.7239314644,-0.21389960879999997,-0.1528182592,0.6901011116,2.8781003689999998,-0.6457527122,0.1558372906,CCC
Iron Mountain Incorporated,Consumer Services,5.0,1.0741166285000001,0.1794078435,0.11790281999999999,0.182825831,0.8317333844999999,5.261093655,0.34917397149999996,0.1779217745,B
"J.B. Hunt Transport Services, Inc.",Transportation,9.0,1.3393173853333333,0.009484587333333334,0.06371472466666667,0.10712188533333333,0.6429165476666666,1.8005437356666667,0.32595943866666666,0.11629577533333334,AA
J.M. Smucker Company (The),Consumer Non-Durables,7.5,0.5827006765,0.0949856835,0.100048548,0.0819634095,0.22279847,0.401870924,0.10148679599999999,0.116854302,A
Jabil Inc.,Technology,6.714285714285714,1.227596228857143,0.21636812,0.018356134,0.027167640142857143,0.7455455767142858,2.9424894425714285,0.14747579500000002,0.04800543557142857,BBB
JetBlue Airways Corporation,Transportation,6.333333333333333,0.595617243,0.14532687266666666,0.068443337,0.11890726800000001,0.6721241456666668,2.0805665396666666,0.14939650699999998,0.18171977000000003,BB
Johnson & Johnson,Health Care,9.5,2.2806815305,0.6970122965000001,0.206774674,0.235295749,0.45495275,0.83575932,0.210393216,0.24634555749999998,AAA
Johnson Controls International plc,Consumer Services,8.0,1.2574315846000002,0.2220216484,0.06121523900000001,0.0681222504,0.61492827,1.6154425818,0.13910787019999998,0.0663555318,A
Kaiser Aluminum Corporation,Capital Goods,6.0,2.96278795,0.428233904,-0.169983476,-0.248509232,0.380529558,0.614282025,-0.30552686,0.114088656,BB
Kansas City Southern,Transportation,7.0,0.708817318,0.18030623,0.199892509,0.332313544,0.530715742,1.130904632,0.123521447,0.375930213,BBB
Kellogg Company,Consumer Non-Durables,7.0,0.78817833,0.07827524066666668,0.07773267833333333,0.12401643366666666,0.8091792130000001,4.358375089,0.37786937833333334,0.12298876166666667,BBB
Kennametal Inc.,Capital Goods,7.333333333333333,2.841361383666667,0.44721225233333334,-0.002308243666666663,0.02404817966666667,0.4963897343333333,0.9916389513333334,-0.027219845333333343,0.11277333033333332,BBB
Kennedy-Wilson Holdings Inc.,Finance,6.0,41.7759125002,30.764883981000004,0.513578871,1.9583154722,0.7496718247999999,4.186826841,0.0161409838,2.3010990894,BB
Keysight Technologies Inc.,Capital Goods,7.0,2.528784325333333,0.9910787123333332,0.142692687,0.14998376466666666,0.6596244636666667,2.0580185109999998,0.37505885033333336,0.15538989733333333,BBB
Kimberly-Clark Corporation,Consumer Durables,8.0,1.00792442675,0.13650374575000002,0.07736125525,0.120846291,0.85928817675,-15.103594835249998,-0.7460878685000002,0.1304394835,A
"Kinder Morgan, Inc.",Public Utilities,6.0,0.47847043749999996,0.070130621,0.069007339,0.2266396985,0.6557446785000001,4.0554595645000004,0.10448547849999999,0.2865856215,BB
Kinross Gold Corporation,Basic Industries,6.333333333333333,3.640380159,1.4370158426666666,-0.5585989996666667,-0.45811578133333336,0.4510104033333333,0.8378947873333334,-0.37849951266666665,0.3015899266666667,BB
Kirby Corporation,Consumer Services,7.0,1.6417603526666669,0.030899353333333334,0.10120036633333333,0.17291355633333336,0.5009579073333333,1.0131448633333333,0.11678553700000001,0.18851140566666666,BBB
